file,week_ended,trigger,source,pre_close,post_close,change_pct,identified
adolor_corp_ADLR.md,2011-06-17,not identified in filings or news,Not identified,1.54,1.89,22.7,False
adolor_corp_ADLR.md,2011-07-08,not identified in filings or news,Not identified,2.09,2.63,25.8,False
adolor_corp_ADLR.md,2011-10-14,not identified in filings or news,Not identified,1.55,1.93,24.5,False
adolor_corp_ADLR.md,2011-10-28,not identified in filings or news,Not identified,1.92,4.49,133.9,False
advanced_accelerator_applications_s_a_AAAP.md,,Trigger event,Event source,,,,True
advanced_accelerator_applications_s_a_AAAP.md,2016-02-19,not identified in filings or news,Not identified,25.01,31.1,24.4,False
advanced_accelerator_applications_s_a_AAAP.md,2017-09-29,not identified in filings or news,Not identified,55.05,67.62,22.8,False
adverum_biotechnologies_inc_ADVM.md,,Trigger event,Event source,,,,True
adverum_biotechnologies_inc_ADVM.md,2024-02-02,not identified in filings or news,Not identified,0.94,1.42,51.1,False
adverum_biotechnologies_inc_ADVM.md,2024-02-09,not identified in filings or news,Not identified,1.42,1.73,21.8,False
adverum_biotechnologies_inc_ADVM.md,2024-03-22,not identified in filings or news,Not identified,1.7,16.06,844.7,False
adverum_biotechnologies_inc_ADVM.md,2025-05-16,not identified in filings or news,Not identified,2.81,2.12,-24.7,False
adverum_biotechnologies_inc_ADVM.md,2025-06-06,not identified in filings or news,Not identified,2.22,2.83,27.5,False
adverum_biotechnologies_inc_ADVM.md,2025-08-15,not identified in filings or news,Not identified,2.29,2.86,24.9,False
adverum_biotechnologies_inc_ADVM.md,2025-09-19,not identified in filings or news,Not identified,3.02,3.76,24.5,False
akcea_therapeutics_inc_AKCA.md,,Trigger event,Event source,,,,True
akcea_therapeutics_inc_AKCA.md,2018-09-28,not identified in filings or news,Not identified,27.98,35.02,25.2,False
akcea_therapeutics_inc_AKCA.md,2018-10-12,not identified in filings or news,Not identified,31.85,23.31,-26.8,False
akcea_therapeutics_inc_AKCA.md,2019-09-27,not identified in filings or news,Not identified,22.46,16.17,-28.0,False
akcea_therapeutics_inc_AKCA.md,2019-10-11,not identified in filings or news,Not identified,15.13,19.75,30.5,False
akcea_therapeutics_inc_AKCA.md,2020-03-13,not identified in filings or news,Not identified,16.72,12.67,-24.2,False
akcea_therapeutics_inc_AKCA.md,2020-09-04,not identified in filings or news,Not identified,11.38,18.16,59.6,False
akouos_inc_AKUS.md,,Trigger event,Event source,,,,True
akouos_inc_AKUS.md,2022-01-21,not identified in filings or news,Not identified,8.23,5.59,-32.1,False
akouos_inc_AKUS.md,2022-06-10,not identified in filings or news,Not identified,3.2,4.18,30.6,False
akouos_inc_AKUS.md,2022-07-01,not identified in filings or news,Not identified,3.97,3.11,-21.7,False
akouos_inc_AKUS.md,2022-07-08,not identified in filings or news,Not identified,3.11,3.89,25.1,False
akouos_inc_AKUS.md,2022-09-16,not identified in filings or news,Not identified,3.29,5.16,56.8,False
akouos_inc_AKUS.md,2022-09-30,not identified in filings or news,Not identified,4.44,6.76,52.3,False
akouos_inc_AKUS.md,2022-10-21,not identified in filings or news,Not identified,7.39,13.23,79.0,False
albireo_pharma_inc_ALBO.md,,Trigger event,Event source,,,,True
albireo_pharma_inc_ALBO.md,2022-03-04,not identified in filings or news,Not identified,33.66,26.48,-21.3,False
albireo_pharma_inc_ALBO.md,2022-03-11,not identified in filings or news,Not identified,26.48,32.15,21.4,False
albireo_pharma_inc_ALBO.md,2022-05-20,not identified in filings or news,Not identified,28.0,22.32,-20.3,False
albireo_pharma_inc_ALBO.md,2022-08-05,not identified in filings or news,Not identified,20.79,26.37,26.8,False
albireo_pharma_inc_ALBO.md,2022-08-19,not identified in filings or news,Not identified,23.85,17.61,-26.2,False
albireo_pharma_inc_ALBO.md,2023-01-13,not identified in filings or news,Not identified,22.82,43.9,92.4,False
alder_biopharmaceuticals_inc_ALDR.md,,Trigger event,Event source,,,,True
alder_biopharmaceuticals_inc_ALDR.md,2018-01-12,not identified in filings or news,Not identified,12.95,17.85,37.8,False
alder_biopharmaceuticals_inc_ALDR.md,2018-03-23,not identified in filings or news,Not identified,14.15,11.25,-20.5,False
alder_biopharmaceuticals_inc_ALDR.md,2019-01-18,not identified in filings or news,Not identified,10.83,13.41,23.8,False
alder_biopharmaceuticals_inc_ALDR.md,2019-09-20,not identified in filings or news,Not identified,10.06,18.64,85.3,False
alere_inc_ALR.md,,Trigger event,Event source,,,,True
alere_inc_ALR.md,2014-12-19,not identified in filings or news,Not identified,45.2,4.12,-90.9,False
alere_inc_ALR.md,2016-01-08,not identified in filings or news,Not identified,3.18,36.08,1034.6,False
alere_inc_ALR.md,2016-02-05,not identified in filings or news,Not identified,37.2,53.2,43.0,False
alexza_pharmaceuticals_inc_ALXA.md,,Trigger event,Event source,,,,True
alexza_pharmaceuticals_inc_ALXA.md,2014-11-07,not identified in filings or news,Not identified,2.26,1.67,-26.1,False
alexza_pharmaceuticals_inc_ALXA.md,2015-01-09,not identified in filings or news,Not identified,1.68,2.16,28.6,False
alexza_pharmaceuticals_inc_ALXA.md,2015-05-08,not identified in filings or news,Not identified,1.97,1.28,-35.1,False
alexza_pharmaceuticals_inc_ALXA.md,2016-01-08,not identified in filings or news,Not identified,0.7,0.54,-22.9,False
alexza_pharmaceuticals_inc_ALXA.md,2016-03-04,not identified in filings or news,Not identified,0.29,0.47,62.1,False
alexza_pharmaceuticals_inc_ALXA.md,2016-03-25,not identified in filings or news,Not identified,0.5,0.74,47.8,False
alexza_pharmaceuticals_inc_ALXA.md,2016-04-01,not identified in filings or news,Not identified,0.74,0.46,-37.5,False
alexza_pharmaceuticals_inc_ALXA.md,2016-04-15,not identified in filings or news,Not identified,0.5,0.6,20.9,False
alexza_pharmaceuticals_inc_ALXA.md,2016-05-13,not identified in filings or news,Not identified,0.54,0.91,68.5,False
allakos_inc_ALLK.md,,Trigger event,Event source,,,,True
allakos_inc_ALLK.md,2023-04-21,not identified in filings or news,Not identified,3.77,4.57,21.2,False
allakos_inc_ALLK.md,2023-08-11,not identified in filings or news,Not identified,5.49,4.22,-23.0,False
allakos_inc_ALLK.md,2023-08-18,not identified in filings or news,Not identified,4.22,3.1,-26.6,False
allakos_inc_ALLK.md,2023-11-03,not identified in filings or news,Not identified,1.76,2.25,27.8,False
allakos_inc_ALLK.md,2023-11-10,not identified in filings or news,Not identified,2.25,1.79,-20.4,False
allakos_inc_ALLK.md,2023-12-01,not identified in filings or news,Not identified,1.82,2.28,25.3,False
allakos_inc_ALLK.md,2023-12-08,not identified in filings or news,Not identified,2.28,3.11,36.4,False
allakos_inc_ALLK.md,2024-01-19,not identified in filings or news,Not identified,2.99,1.16,-61.2,False
allakos_inc_ALLK.md,2024-03-01,not identified in filings or news,Not identified,1.36,1.64,20.6,False
allakos_inc_ALLK.md,2024-07-05,not identified in filings or news,Not identified,1.0,0.73,-26.8,False
allakos_inc_ALLK.md,2024-07-26,not identified in filings or news,Not identified,0.69,0.92,32.8,False
allakos_inc_ALLK.md,2024-08-09,not identified in filings or news,Not identified,0.88,0.66,-24.5,False
allakos_inc_ALLK.md,2024-10-25,not identified in filings or news,Not identified,0.66,1.31,98.5,False
allakos_inc_ALLK.md,2024-11-22,not identified in filings or news,Not identified,1.16,0.88,-24.4,False
allakos_inc_ALLK.md,2025-01-24,not identified in filings or news,Not identified,0.86,1.21,41.4,False
allakos_inc_ALLK.md,2025-01-31,not identified in filings or news,Not identified,1.21,0.24,-80.1,False
allakos_inc_ALLK.md,2025-04-04,not identified in filings or news,Not identified,0.23,0.32,36.9,False
allergan_inc_AGN.md,,Trigger event,Event source,,,,True
alpharma_inc_ALO.md,,Trigger event,Event source,,,,True
alpharma_inc_ALO.md,2008-02-08,not identified in filings or news,Not identified,20.43,24.6,20.4,False
alpharma_inc_ALO.md,2008-08-22,not identified in filings or news,Not identified,24.55,34.51,40.6,False
alpine_immune_sciences_inc_ALPN.md,,Trigger event,Event source,,,,True
alpine_immune_sciences_inc_ALPN.md,2023-11-03,not identified in filings or news,Not identified,9.3,16.07,72.8,False
alpine_immune_sciences_inc_ALPN.md,2023-11-10,not identified in filings or news,Not identified,16.07,12.22,-24.0,False
alpine_immune_sciences_inc_ALPN.md,2024-01-26,not identified in filings or news,Not identified,19.84,25.12,26.6,False
alpine_immune_sciences_inc_ALPN.md,2024-04-12,not identified in filings or news,Not identified,34.91,64.37,84.4,False
amag_pharmaceuticals_inc_AMAG.md,,Trigger event,Event source,,,,True
amag_pharmaceuticals_inc_AMAG.md,2019-03-08,not identified in filings or news,Not identified,14.76,11.29,-23.5,False
amag_pharmaceuticals_inc_AMAG.md,2020-03-13,not identified in filings or news,Not identified,7.68,5.98,-22.1,False
amag_pharmaceuticals_inc_AMAG.md,2020-04-10,not identified in filings or news,Not identified,6.14,7.83,27.5,False
amag_pharmaceuticals_inc_AMAG.md,2020-05-15,not identified in filings or news,Not identified,9.23,6.86,-25.7,False
amag_pharmaceuticals_inc_AMAG.md,2020-06-12,not identified in filings or news,Not identified,8.89,7.1,-20.1,False
amag_pharmaceuticals_inc_AMAG.md,2020-10-02,not identified in filings or news,Not identified,8.93,13.74,53.9,False
ambit_biosciences_corp_AMBI.md,,Trigger event,Event source,,,,True
ambit_biosciences_corp_AMBI.md,2013-07-05,not identified in filings or news,Not identified,7.0,9.2,31.4,False
ambit_biosciences_corp_AMBI.md,2013-07-26,not identified in filings or news,Not identified,12.0,14.71,22.6,False
ambit_biosciences_corp_AMBI.md,2013-12-06,not identified in filings or news,Not identified,12.55,8.02,-36.1,False
ambit_biosciences_corp_AMBI.md,2013-12-13,not identified in filings or news,Not identified,8.02,9.66,20.4,False
ambit_biosciences_corp_AMBI.md,2014-08-29,not identified in filings or news,Not identified,6.11,7.57,24.0,False
ambit_biosciences_corp_AMBI.md,2014-10-03,not identified in filings or news,Not identified,8.2,15.38,87.6,False
amylin_pharmaceuticals_inc_AMLN.md,,Trigger event,Event source,,,,True
amylin_pharmaceuticals_inc_AMLN.md,2010-10-22,not identified in filings or news,Not identified,21.04,11.3,-46.3,False
amylin_pharmaceuticals_inc_AMLN.md,2011-03-04,not identified in filings or news,Not identified,15.51,11.07,-28.6,False
amylin_pharmaceuticals_inc_AMLN.md,2012-02-03,not identified in filings or news,Not identified,12.14,17.1,40.9,False
amylin_pharmaceuticals_inc_AMLN.md,2012-03-30,not identified in filings or news,Not identified,15.52,24.96,60.8,False
anacor_pharmaceuticals_inc_ANAC.md,,Trigger event,Event source,,,,True
anacor_pharmaceuticals_inc_ANAC.md,2016-05-20,not identified in filings or news,Not identified,64.03,99.66,55.6,False
anadys_pharmaceuticals_inc_ands.md,,Trigger event,Event source,,,,True
anadys_pharmaceuticals_inc_ands.md,2009-10-30,not identified in filings or news,not identified in filings or news,2.21,1.95,-11.8,False
anadys_pharmaceuticals_inc_ands.md,2009-12-04,not identified in filings or news,not identified in filings or news,2.29,2.58,12.7,False
anadys_pharmaceuticals_inc_ands.md,2010-02-26,not identified in filings or news,not identified in filings or news,2.35,1.93,-17.9,False
anadys_pharmaceuticals_inc_ands.md,2010-03-12,not identified in filings or news,not identified in filings or news,1.99,2.23,12.1,False
anadys_pharmaceuticals_inc_ands.md,2010-07-02,not identified in filings or news,not identified in filings or news,2.28,2.02,-11.4,False
anadys_pharmaceuticals_inc_ands.md,2010-09-24,not identified in filings or news,not identified in filings or news,1.78,2.22,24.7,False
anadys_pharmaceuticals_inc_ands.md,2010-10-08,not identified in filings or news,not identified in filings or news,2.3,2.07,-10.0,False
anadys_pharmaceuticals_inc_ands.md,2010-10-15,Pricing of public offering,2011-10-25 SC 14D9,2.07,1.75,-15.5,True
anadys_pharmaceuticals_inc_ands.md,2010-11-05,not identified in filings or news,not identified in filings or news,1.45,1.29,-11.0,False
anadys_pharmaceuticals_inc_ands.md,2010-12-24,not identified in filings or news,not identified in filings or news,0.95,1.23,29.5,False
anadys_pharmaceuticals_inc_ands.md,2010-12-31,not identified in filings or news,not identified in filings or news,1.23,1.42,15.4,False
anadys_pharmaceuticals_inc_ands.md,2011-04-01,Execution of clinical collaboration agreement,2011-10-25 SC 14D9,1.14,1.28,12.3,True
anadys_pharmaceuticals_inc_ands.md,2011-08-05,not identified in filings or news,not identified in filings or news,0.97,0.8,-17.5,False
anadys_pharmaceuticals_inc_ands.md,2011-09-16,not identified in filings or news,not identified in filings or news,0.65,0.95,47.3,False
anadys_pharmaceuticals_inc_ands.md,2011-10-21,Announcement of acquisition by Roche,2011-10-25 SC 14D9,1.04,3.67,253.4,True
anormed_inc_ANOR.md,,Trigger event,Event source,,,,True
anormed_inc_ANOR.md,2006-09-01,not identified in filings or news,Not identified,5.51,9.94,80.4,False
anormed_inc_ANOR.md,2006-09-29,not identified in filings or news,Not identified,9.98,12.65,26.8,False
apellis_pharmaceuticals_inc_APLS.md,,Trigger event,Event source,,,,True
apellis_pharmaceuticals_inc_APLS.md,2025-10-31,not identified in filings or news,Not identified,28.17,21.47,-23.8,False
apellis_pharmaceuticals_inc_APLS.md,2026-01-16,not identified in filings or news,Not identified,27.3,19.94,-27.0,False
apellis_pharmaceuticals_inc_APLS.md,2026-04-03,not identified in filings or news,Not identified,16.97,40.41,138.1,False
apellis_pharmaceuticals_inc_APLS.md,2026-05-15,not identified in filings or news,Not identified,41.03,3.51,-91.4,False
applied_genetic_technologies_corp_AGTC.md,,Trigger event,Event source,,,,True
applied_genetic_technologies_corp_AGTC.md,2021-02-05,not identified in filings or news,Not identified,3.94,5.27,33.8,False
applied_genetic_technologies_corp_AGTC.md,2021-02-26,not identified in filings or news,Not identified,7.03,5.08,-27.7,False
applied_genetic_technologies_corp_AGTC.md,2022-01-28,not identified in filings or news,Not identified,1.57,1.9,21.0,False
applied_genetic_technologies_corp_AGTC.md,2022-03-25,not identified in filings or news,Not identified,1.88,1.23,-34.6,False
applied_genetic_technologies_corp_AGTC.md,2022-05-20,not identified in filings or news,Not identified,0.73,0.88,21.1,False
applied_genetic_technologies_corp_AGTC.md,2022-06-24,not identified in filings or news,Not identified,0.79,0.62,-21.9,False
applied_genetic_technologies_corp_AGTC.md,2022-07-01,not identified in filings or news,Not identified,0.62,0.78,26.4,False
applied_genetic_technologies_corp_AGTC.md,2022-07-15,not identified in filings or news,Not identified,0.89,0.35,-60.0,False
applied_genetic_technologies_corp_AGTC.md,2022-09-23,not identified in filings or news,Not identified,0.39,0.29,-25.3,False
applied_genetic_technologies_corp_AGTC.md,2022-10-28,not identified in filings or news,Not identified,0.24,0.41,70.8,False
applied_therapeutics_inc_APLT.md,,Trigger event,Event source,,,,True
applied_therapeutics_inc_APLT.md,2024-01-05,not identified in filings or news,Not identified,3.35,2.25,-32.8,False
applied_therapeutics_inc_APLT.md,2024-02-16,not identified in filings or news,Not identified,2.78,5.38,93.5,False
applied_therapeutics_inc_APLT.md,2024-03-01,not identified in filings or news,Not identified,5.74,7.07,23.2,False
applied_therapeutics_inc_APLT.md,2024-07-12,not identified in filings or news,Not identified,4.51,5.55,23.1,False
applied_therapeutics_inc_APLT.md,2024-09-20,not identified in filings or news,Not identified,4.89,7.7,57.5,False
applied_therapeutics_inc_APLT.md,2024-11-29,not identified in filings or news,Not identified,9.62,2.03,-78.9,False
applied_therapeutics_inc_APLT.md,2024-12-06,not identified in filings or news,Not identified,2.03,1.28,-36.9,False
applied_therapeutics_inc_APLT.md,2024-12-20,not identified in filings or news,Not identified,1.15,0.88,-23.5,False
applied_therapeutics_inc_APLT.md,2025-01-10,not identified in filings or news,Not identified,0.94,0.68,-28.0,False
applied_therapeutics_inc_APLT.md,2025-05-16,not identified in filings or news,Not identified,0.4,0.6,50.8,False
applied_therapeutics_inc_APLT.md,2025-05-23,not identified in filings or news,Not identified,0.6,0.41,-32.0,False
applied_therapeutics_inc_APLT.md,2025-07-11,not identified in filings or news,Not identified,0.32,0.41,29.3,False
applied_therapeutics_inc_APLT.md,2025-09-26,not identified in filings or news,Not identified,0.43,1.24,185.3,False
applied_therapeutics_inc_APLT.md,2025-10-17,not identified in filings or news,Not identified,0.94,1.28,36.1,False
applied_therapeutics_inc_APLT.md,2025-11-07,not identified in filings or news,Not identified,1.15,0.85,-26.1,False
applied_therapeutics_inc_APLT.md,2025-11-14,not identified in filings or news,Not identified,0.85,0.22,-74.3,False
applied_therapeutics_inc_APLT.md,2025-12-12,not identified in filings or news,Not identified,0.22,0.12,-45.8,False
arcellx_inc_aclx.md,,Trigger event,Event source,,,,True
arcellx_inc_aclx.md,2026-02-27,not identified in filings or news,Not identified,64.11,113.79,77.5,False
ariad_pharmaceuticals_inc_ARIA.md,,Trigger event,Event source,,,,True
ariad_pharmaceuticals_inc_ARIA.md,2015-08-28,not identified in filings or news,Not identified,6.63,9.89,49.2,False
ariad_pharmaceuticals_inc_ARIA.md,2016-11-11,not identified in filings or news,Not identified,8.88,12.43,40.1,False
ariad_pharmaceuticals_inc_ARIA.md,2017-01-13,not identified in filings or news,Not identified,13.74,23.69,72.4,False
armo_biosciences_inc_armo.md,,Trigger event,Event source,,,,True
armo_biosciences_inc_armo.md,2018-02-16,ARMO rings NASDAQ closing bell; post-IPO volatility,2018-02-12 news,38.3,53.65,40.1,True
armo_biosciences_inc_armo.md,2018-02-23,Not identified in filings or news,Not identified,53.65,46.06,-14.1,False
armo_biosciences_inc_armo.md,2018-03-16,Not identified in filings or news,Not identified,47.8,40.6,-15.1,False
armo_biosciences_inc_armo.md,2018-04-13,Anticipation of competitive clinical data,2018-04-16 filing mention,35.89,28.86,-19.6,True
armo_biosciences_inc_armo.md,2018-05-11,Acquisition by Eli Lilly announced at $50.00/share,2018-05-10 news,27.98,49.81,78.0,True
arqule_inc_arql.md,,Trigger event,Event source,,,,True
arqule_inc_arql.md,2019-06-21,"Merck telephone call regarding co-development partnership interest in ARQ 531 (June 27, 2019)","SC 14D9 Interaction History; Merger Agreement signed December 6, 2019",5.32,5.02,-5.6,True
arqule_inc_arql.md,2019-07-19,"Initial confidentiality agreement executed between ArQule and Merck for ARQ 531 due diligence (October 1, 2019, but discussions ongoing July-October)",SC 14D9 Interaction History,5.88,5.33,-9.3,True
arqule_inc_arql.md,2019-10-18,Partnership discussions continuing; Merck conducting due diligence on ARQ 531 clinical data under CDA,SC 14D9 Interaction History,7.46,7.22,-3.2,True
arqule_inc_arql.md,2019-11-15,Stock rises as ASH Conference (December 7-10) approaches at which ArQule will present Phase 1 ARQ 531 results,"SC 14D9 (Item 5, discusses public announcement November 25, 2019 disclosure that data would be presented at ASH)",8.0,7.88,-1.5,True
arqule_inc_arql.md,2019-11-22,"Merck indicates interest in broader acquisition (not just partnership) on November 20, 2019; confidentiality agreement amended November 25, 2019 to expand scope to full company data",SC 14D9 Interaction History; Merger Agreement signed December 6 (contingent on November 20-25 discussions),8.93,8.19,-8.3,True
arqule_inc_arql.md,2019-11-29,"Merck proposes acquisition at $18.00 per share on November 29, 2019; arises during week leading into ASH Conference (December 7-10)",SC 14D9 Interaction History (November 29 proposal); news articles on ArQule-Merck discussions rumored,10.05,9.59,-4.6,True
arqule_inc_arql.md,2019-12-06,"Board approves Merger Agreement at $20.00 per share on December 6, 2019; deal to be announced morning of December 9",SC 14D9 Interaction History,10.03,9.67,-3.6,True
arqule_inc_arql.md,2019-12-13,"Deal announcement morning of December 9, 2019, before market open; ASH Conference results released same day; tender offer commences December 17, 2019 at $20.00 per share","SC 14D9 filed December 17, 2019; Merger Agreement dated December 6; 8-K filed December 9",10.03,20.07,100.1,True
arqule_inc_arql.md,2019-12-20,Tender offer ongoing; no new material events disclosed during this week,SC 14D9 filed December 17 (covers events through December 11),20.45,20.19,-1.3,True
arqule_inc_arql.md,2019-12-27,Tender offer ongoing; no new material events; holidays reduce trading volume,SC 14D9 filed December 17,20.24,20.05,-0.9,True
arqule_inc_arql.md,2020-01-10,"Tender offer expiration date January 15, 2020 approaching; market digesting that 75.3% tender rate will satisfy minimum condition (>50% of fully diluted)","8-K filed January 16, 2020 (describing January 15 tender results)",20.05,19.99,-0.3,True
arqule_inc_arql.md,2020-01-17,"Deal closes January 16, 2020; Merger becomes effective; stock trading suspended and delisted from Nasdaq","8-K filed January 16, 2020",20.01,20.0,-0.05,True
array_biopharma_inc_ARRY.md,,Trigger event,Event source,,,,True
array_biopharma_inc_ARRY.md,2019-05-24,not identified in filings or news,Not identified,21.86,27.09,23.9,False
assertio_holdings_inc_ASRT.md,,Trigger event,Event source,,,,True
assertio_holdings_inc_ASRT.md,2025-12-26,not identified in filings or news,Not identified,0.72,9.94,1280.6,False
assertio_holdings_inc_ASRT.md,2026-01-16,not identified in filings or news,Not identified,9.19,11.48,24.9,False
assertio_holdings_inc_ASRT.md,2026-03-27,not identified in filings or news,Not identified,13.37,19.39,45.0,False
assertio_holdings_inc_ASRT.md,2026-05-08,not identified in filings or news,Not identified,18.47,22.5,21.8,False
assertio_therapeutics_inc_ASRT.md,,Trigger event,Event source,,,,True
assertio_therapeutics_inc_ASRT.md,2013-12-20,not identified in filings or news,Not identified,8.2,10.05,22.6,False
assertio_therapeutics_inc_ASRT.md,2014-05-09,not identified in filings or news,Not identified,13.94,10.57,-24.2,False
assertio_therapeutics_inc_ASRT.md,2015-07-10,not identified in filings or news,Not identified,20.84,30.14,44.6,False
assertio_therapeutics_inc_ASRT.md,2015-09-25,not identified in filings or news,Not identified,28.8,22.76,-21.0,False
audentes_therapeutics_inc_BOLD.md,,Trigger event,Event source,,,,True
audentes_therapeutics_inc_BOLD.md,2018-04-13,not identified in filings or news,Not identified,28.11,37.88,34.8,False
audentes_therapeutics_inc_BOLD.md,2018-10-12,not identified in filings or news,Not identified,36.64,27.69,-24.4,False
audentes_therapeutics_inc_BOLD.md,2019-03-01,not identified in filings or news,Not identified,26.27,34.16,30.0,False
audentes_therapeutics_inc_BOLD.md,2019-12-06,not identified in filings or news,Not identified,29.03,59.25,104.1,False
auspex_pharmaceuticals_inc_ASPX.md,,Trigger event,Event source,,,,True
auspex_pharmaceuticals_inc_ASPX.md,2014-02-14,not identified in filings or news,Not identified,17.65,23.93,35.6,False
auspex_pharmaceuticals_inc_ASPX.md,2014-03-07,not identified in filings or news,Not identified,24.7,29.66,20.1,False
auspex_pharmaceuticals_inc_ASPX.md,2014-04-18,not identified in filings or news,Not identified,29.94,20.86,-30.3,False
auspex_pharmaceuticals_inc_ASPX.md,2014-07-11,not identified in filings or news,Not identified,25.22,20.01,-20.7,False
auspex_pharmaceuticals_inc_ASPX.md,2014-12-19,not identified in filings or news,Not identified,24.9,53.37,114.3,False
auspex_pharmaceuticals_inc_ASPX.md,2015-04-03,not identified in filings or news,Not identified,70.91,100.55,41.8,False
avanir_pharmaceuticals_inc_AVNR.md,,Trigger event,Event source,,,,True
avanir_pharmaceuticals_inc_AVNR.md,2013-09-13,not identified in filings or news,Not identified,5.84,4.08,-30.1,False
