file,ticker,week_ended,open,high,low,close,volume,shares_out,market_cap,adj_close
2seventy_bio_inc_TSVT.md,TSVT,2023-09-29,3.16,3.96,3.07,3.92,10377741.0,50464578.0,197.8,3.92
2seventy_bio_inc_TSVT.md,TSVT,2023-10-06,3.89,4.43,3.72,4.0,6771895.0,50464578.0,201.9,4.0
2seventy_bio_inc_TSVT.md,TSVT,2023-10-13,3.98,4.62,3.91,4.42,6901160.0,50464578.0,223.1,4.42
2seventy_bio_inc_TSVT.md,TSVT,2023-10-20,4.43,4.51,3.67,3.76,12234948.0,50464578.0,189.7,3.76
2seventy_bio_inc_TSVT.md,TSVT,2023-10-27,3.75,3.88,2.05,2.15,12697765.0,50464578.0,108.5,2.15
2seventy_bio_inc_TSVT.md,TSVT,2023-11-03,2.11,2.75,1.85,2.5,8993616.0,50464578.0,126.2,2.5
2seventy_bio_inc_TSVT.md,TSVT,2023-11-10,2.5,2.69,2.16,2.18,5759759.0,50624606.0,110.4,2.18
2seventy_bio_inc_TSVT.md,TSVT,2023-11-17,2.18,2.65,1.89,2.13,7051572.0,50624606.0,107.8,2.13
2seventy_bio_inc_TSVT.md,TSVT,2023-11-24,1.88,1.9,1.53,1.77,14138935.0,50624606.0,89.6,1.77
2seventy_bio_inc_TSVT.md,TSVT,2023-12-01,1.78,2.08,1.68,1.94,9978757.0,50624606.0,98.2,1.94
2seventy_bio_inc_TSVT.md,TSVT,2023-12-08,1.94,3.12,1.92,3.1,13396801.0,50624606.0,156.9,3.1
2seventy_bio_inc_TSVT.md,TSVT,2023-12-15,3.01,3.78,2.78,3.74,15475886.0,50624606.0,189.3,3.74
2seventy_bio_inc_TSVT.md,TSVT,2023-12-22,3.73,3.98,3.26,3.94,7496124.0,50624606.0,199.5,3.94
2seventy_bio_inc_TSVT.md,TSVT,2023-12-29,3.82,4.69,3.66,4.27,5217624.0,50624606.0,216.2,4.27
2seventy_bio_inc_TSVT.md,TSVT,2024-01-05,4.23,4.49,3.53,3.79,8401057.0,50624606.0,191.9,3.79
2seventy_bio_inc_TSVT.md,TSVT,2024-01-12,3.74,4.36,3.41,3.74,3235670.0,50624606.0,189.3,3.74
2seventy_bio_inc_TSVT.md,TSVT,2024-01-19,3.66,3.72,3.05,3.09,3122770.0,50624606.0,156.4,3.09
2seventy_bio_inc_TSVT.md,TSVT,2024-01-26,3.09,3.41,2.9,3.22,4880775.0,50624606.0,163.0,3.22
2seventy_bio_inc_TSVT.md,TSVT,2024-02-02,3.28,6.2,3.13,5.25,23380681.0,50624606.0,265.8,5.25
2seventy_bio_inc_TSVT.md,TSVT,2024-02-09,5.3,6.25,4.86,5.99,5613185.0,50624606.0,303.2,5.99
2seventy_bio_inc_TSVT.md,TSVT,2024-02-16,6.01,6.2,5.48,6.0,3745232.0,50624606.0,303.7,6.0
2seventy_bio_inc_TSVT.md,TSVT,2024-02-23,6.01,6.4,4.99,5.39,2946619.0,50624606.0,272.9,5.39
2seventy_bio_inc_TSVT.md,TSVT,2024-03-01,5.34,6.0,5.2,5.64,3241685.0,51311132.0,289.4,5.64
2seventy_bio_inc_TSVT.md,TSVT,2024-03-08,5.69,5.91,4.56,4.72,7292181.0,51311132.0,242.2,4.72
2seventy_bio_inc_TSVT.md,TSVT,2024-03-15,4.72,4.87,3.85,4.01,5191226.0,51311132.0,205.8,4.01
2seventy_bio_inc_TSVT.md,TSVT,2024-03-22,4.41,5.26,3.95,5.13,13074110.0,51311132.0,263.2,5.13
2seventy_bio_inc_TSVT.md,TSVT,2024-03-29,5.1,5.64,4.8,5.35,5690958.0,51311132.0,274.5,5.35
2seventy_bio_inc_TSVT.md,TSVT,2024-04-05,5.53,5.99,4.78,4.92,7827256.0,51311132.0,252.5,4.92
2seventy_bio_inc_TSVT.md,TSVT,2024-04-12,5.25,5.81,4.96,5.04,5436786.0,51311132.0,258.6,5.04
2seventy_bio_inc_TSVT.md,TSVT,2024-04-19,4.97,5.2,4.46,4.52,3544536.0,51311132.0,231.9,4.52
2seventy_bio_inc_TSVT.md,TSVT,2024-04-26,4.55,4.86,3.44,4.25,5206133.0,51311132.0,218.3,4.25
2seventy_bio_inc_TSVT.md,TSVT,2024-05-03,4.19,5.13,4.19,4.76,3126020.0,51405419.0,244.7,4.76
2seventy_bio_inc_TSVT.md,TSVT,2024-05-10,4.79,5.1,4.24,4.38,2399709.0,51405419.0,225.2,4.38
2seventy_bio_inc_TSVT.md,TSVT,2024-05-17,4.47,5.03,4.44,4.8,1641041.0,51405419.0,246.7,4.8
2seventy_bio_inc_TSVT.md,TSVT,2024-05-24,4.77,4.82,4.22,4.51,1981134.0,51405419.0,231.8,4.51
2seventy_bio_inc_TSVT.md,TSVT,2024-05-31,4.59,4.63,4.05,4.23,1526765.0,51405419.0,217.4,4.23
2seventy_bio_inc_TSVT.md,TSVT,2024-06-07,4.28,4.64,3.86,3.92,4754676.0,51405419.0,201.3,3.92
2seventy_bio_inc_TSVT.md,TSVT,2024-06-14,3.86,4.29,3.72,3.95,1717071.0,51405419.0,203.1,3.95
2seventy_bio_inc_TSVT.md,TSVT,2024-06-21,3.95,4.18,3.7,3.72,1658874.0,51405419.0,191.2,3.72
2seventy_bio_inc_TSVT.md,TSVT,2024-06-28,3.72,3.98,3.54,3.85,3533605.0,51405419.0,197.9,3.85
2seventy_bio_inc_TSVT.md,TSVT,2024-07-05,3.83,4.16,3.83,4.03,1540373.0,51405419.0,207.2,4.03
2seventy_bio_inc_TSVT.md,TSVT,2024-07-12,4.03,4.61,3.75,4.44,4100346.0,51405419.0,228.2,4.44
2seventy_bio_inc_TSVT.md,TSVT,2024-07-19,4.45,5.04,4.32,4.47,2438756.0,51405419.0,229.8,4.47
2seventy_bio_inc_TSVT.md,TSVT,2024-07-26,4.55,4.83,4.23,4.79,1375192.0,51405419.0,246.2,4.79
2seventy_bio_inc_TSVT.md,TSVT,2024-08-02,4.7,5.0,4.02,4.1,1968214.0,51405419.0,210.8,4.1
2seventy_bio_inc_TSVT.md,TSVT,2024-08-09,4.07,4.9,3.89,4.18,1987063.0,51497928.0,215.3,4.18
2seventy_bio_inc_TSVT.md,TSVT,2024-08-16,4.2,4.77,4.08,4.77,2058131.0,51497928.0,245.6,4.77
2seventy_bio_inc_TSVT.md,TSVT,2024-08-23,4.72,4.88,4.54,4.75,1283329.0,51497928.0,244.6,4.75
2seventy_bio_inc_TSVT.md,TSVT,2024-08-30,4.78,5.04,4.42,4.87,1303031.0,51497928.0,250.8,4.87
2seventy_bio_inc_TSVT.md,TSVT,2024-09-06,4.86,4.98,4.28,4.4,878617.0,51497928.0,226.6,4.4
2seventy_bio_inc_TSVT.md,TSVT,2024-09-13,4.4,4.72,4.22,4.71,1267238.0,51497928.0,242.6,4.71
2seventy_bio_inc_TSVT.md,TSVT,2024-09-20,4.72,5.23,4.62,5.05,1757330.0,51497928.0,260.1,5.05
2seventy_bio_inc_TSVT.md,TSVT,2024-09-27,5.09,5.09,4.21,4.93,2788047.0,51497928.0,253.9,4.93
2seventy_bio_inc_TSVT.md,TSVT,2024-10-04,4.86,4.93,4.44,4.81,1085593.0,51497928.0,247.7,4.81
2seventy_bio_inc_TSVT.md,TSVT,2024-10-11,4.81,5.03,4.6,5.01,1145145.0,51497928.0,258.0,5.01
2seventy_bio_inc_TSVT.md,TSVT,2024-10-18,5.01,5.1,4.86,4.99,1088387.0,51497928.0,257.0,4.99
2seventy_bio_inc_TSVT.md,TSVT,2024-10-25,4.98,5.3,4.81,4.85,1355715.0,51497928.0,249.8,4.85
2seventy_bio_inc_TSVT.md,TSVT,2024-11-01,4.93,5.05,4.34,4.4,1107083.0,51497928.0,226.6,4.4
2seventy_bio_inc_TSVT.md,TSVT,2024-11-08,4.38,5.12,4.36,4.73,2681486.0,51588420.0,244.0,4.73
2seventy_bio_inc_TSVT.md,TSVT,2024-11-15,4.73,4.82,3.51,3.52,1475360.0,51588420.0,181.6,3.52
2seventy_bio_inc_TSVT.md,TSVT,2024-11-22,3.53,3.73,3.02,3.61,1862849.0,51588420.0,186.2,3.61
2seventy_bio_inc_TSVT.md,TSVT,2024-11-29,3.68,4.11,3.55,3.99,967451.0,51588420.0,205.8,3.99
2seventy_bio_inc_TSVT.md,TSVT,2024-12-06,4.0,4.14,3.39,3.53,844007.0,51588420.0,182.1,3.53
2seventy_bio_inc_TSVT.md,TSVT,2024-12-13,3.56,4.07,3.17,3.27,1474005.0,51588420.0,168.7,3.27
2seventy_bio_inc_TSVT.md,TSVT,2024-12-20,3.28,3.35,2.78,3.14,2179325.0,51588420.0,162.0,3.14
2seventy_bio_inc_TSVT.md,TSVT,2024-12-27,3.14,3.22,2.89,3.05,811532.0,51588420.0,157.3,3.05
2seventy_bio_inc_TSVT.md,TSVT,2025-01-03,3.02,3.1,2.83,2.91,3227164.0,51588420.0,150.1,2.91
2seventy_bio_inc_TSVT.md,TSVT,2025-01-10,2.92,2.95,2.44,2.49,1844377.0,51588420.0,128.5,2.49
2seventy_bio_inc_TSVT.md,TSVT,2025-01-17,2.52,2.63,2.35,2.61,1338521.0,51588420.0,134.6,2.61
2seventy_bio_inc_TSVT.md,TSVT,2025-01-24,2.68,2.7,2.41,2.6,889992.0,51588420.0,134.1,2.6
2seventy_bio_inc_TSVT.md,TSVT,2025-01-31,2.6,2.83,2.41,2.66,1029811.0,51588420.0,137.2,2.66
2seventy_bio_inc_TSVT.md,TSVT,2025-02-07,2.6,2.84,2.29,2.3,1933097.0,51588420.0,118.7,2.3
2seventy_bio_inc_TSVT.md,TSVT,2025-02-14,2.35,2.67,2.29,2.54,986318.0,51588420.0,131.0,2.54
2seventy_bio_inc_TSVT.md,TSVT,2025-02-21,2.54,2.82,2.38,2.61,1436149.0,51588420.0,134.6,2.61
2seventy_bio_inc_TSVT.md,TSVT,2025-02-28,2.62,2.78,2.4,2.64,1306876.0,51588420.0,136.2,2.64
2seventy_bio_inc_TSVT.md,TSVT,2025-03-07,2.57,2.87,2.35,2.66,1290764.0,51588420.0,137.2,2.66
2seventy_bio_inc_TSVT.md,TSVT,2025-03-14,2.61,4.96,2.55,4.95,41566346.0,51588420.0,255.4,4.95
2seventy_bio_inc_TSVT.md,TSVT,2025-03-21,4.95,4.96,4.94,4.95,4095104.0,52338383.0,259.1,4.95
2seventy_bio_inc_TSVT.md,TSVT,2025-03-28,4.96,4.97,4.95,4.95,3964506.0,52338383.0,259.1,4.95
2seventy_bio_inc_TSVT.md,TSVT,2025-04-04,4.95,4.97,4.93,4.95,4985998.0,52338383.0,259.1,4.95
2seventy_bio_inc_TSVT.md,TSVT,2025-04-11,4.93,4.97,4.88,4.96,11368009.0,52338383.0,259.6,4.96
2seventy_bio_inc_TSVT.md,TSVT,2025-04-18,4.97,4.99,4.96,4.98,1963745.0,52338383.0,260.6,4.98
2seventy_bio_inc_TSVT.md,TSVT,2025-04-25,4.97,4.99,4.97,4.98,3379668.0,53228315.0,265.1,4.98
2seventy_bio_inc_TSVT.md,TSVT,2025-05-02,4.98,5.0,4.98,5.0,3759986.0,53228315.0,266.1,5.0
2seventy_bio_inc_TSVT.md,TSVT,2025-05-09,5.0,5.01,4.99,4.99,4920931.0,53229791.0,265.6,4.99
2seventy_bio_inc_TSVT.md,TSVT,2025-05-16,5.0,5.01,4.99,5.0,1158184.0,53229791.0,266.1,5.0
89bio_inc_ETNB.md,ETNB,2023-09-22,17.09,17.33,14.33,15.94,5573000.0,75480884.0,1203.2,15.94
89bio_inc_ETNB.md,ETNB,2023-09-29,15.87,16.26,14.73,15.44,7531200.0,75480884.0,1165.4,15.44
89bio_inc_ETNB.md,ETNB,2023-10-06,15.39,16.09,13.89,16.03,5277400.0,75480884.0,1210.0,16.03
89bio_inc_ETNB.md,ETNB,2023-10-13,15.89,15.94,7.54,7.62,24894900.0,75480884.0,575.2,7.62
89bio_inc_ETNB.md,ETNB,2023-10-20,7.61,7.81,6.63,6.84,11278500.0,75480884.0,516.3,6.84
89bio_inc_ETNB.md,ETNB,2023-10-27,6.78,7.3,6.58,6.7,7447000.0,75638516.0,506.8,6.7
89bio_inc_ETNB.md,ETNB,2023-11-03,6.74,8.58,6.74,8.41,6396600.0,75638516.0,636.1,8.41
89bio_inc_ETNB.md,ETNB,2023-11-10,8.39,8.71,7.16,7.46,5728000.0,75638516.0,564.3,7.46
89bio_inc_ETNB.md,ETNB,2023-11-17,7.46,8.18,6.88,7.91,7420600.0,75638516.0,598.3,7.91
89bio_inc_ETNB.md,ETNB,2023-11-24,7.89,8.09,7.42,7.92,3258700.0,75638516.0,599.1,7.92
89bio_inc_ETNB.md,ETNB,2023-12-01,7.78,8.41,7.28,8.4,5744100.0,75638516.0,635.4,8.4
89bio_inc_ETNB.md,ETNB,2023-12-08,8.93,10.45,8.71,9.86,11455700.0,75638516.0,745.8,9.86
89bio_inc_ETNB.md,ETNB,2023-12-15,9.88,11.06,9.06,10.6,11228200.0,75638516.0,801.8,10.6
89bio_inc_ETNB.md,ETNB,2023-12-22,10.6,11.08,10.19,10.9,5666400.0,75638516.0,824.5,10.9
89bio_inc_ETNB.md,ETNB,2023-12-29,11.1,11.46,10.9,11.17,4220800.0,75638516.0,844.9,11.17
89bio_inc_ETNB.md,ETNB,2024-01-05,11.01,11.81,10.9,11.53,4611100.0,75638516.0,872.1,11.53
89bio_inc_ETNB.md,ETNB,2024-01-12,11.42,12.1,10.2,11.09,5881900.0,75638516.0,838.8,11.09
89bio_inc_ETNB.md,ETNB,2024-01-19,11.0,11.52,10.75,11.04,3449300.0,75638516.0,835.0,11.04
89bio_inc_ETNB.md,ETNB,2024-01-26,11.04,11.12,10.14,10.17,4988190.0,75638516.0,769.2,10.17
89bio_inc_ETNB.md,ETNB,2024-02-02,10.18,10.83,9.63,9.94,4975896.0,75638516.0,751.5,9.94
89bio_inc_ETNB.md,ETNB,2024-02-09,9.77,9.92,7.47,8.45,10869049.0,75638516.0,639.1,8.45
89bio_inc_ETNB.md,ETNB,2024-02-16,8.49,10.12,8.44,9.74,6947153.0,75638516.0,736.7,9.74
89bio_inc_ETNB.md,ETNB,2024-02-23,9.7,11.42,9.63,11.18,4000467.0,93501210.0,1045.3,11.18
89bio_inc_ETNB.md,ETNB,2024-03-01,10.76,13.34,10.76,12.62,6776589.0,93501210.0,1180.0,12.62
89bio_inc_ETNB.md,ETNB,2024-03-08,16.63,16.63,11.62,12.93,12008879.0,93501210.0,1209.0,12.93
89bio_inc_ETNB.md,ETNB,2024-03-15,12.94,13.55,11.86,13.52,9928712.0,93501210.0,1264.1,13.52
89bio_inc_ETNB.md,ETNB,2024-03-22,13.55,13.71,11.1,11.5,5692456.0,93501210.0,1075.3,11.5
89bio_inc_ETNB.md,ETNB,2024-03-29,11.48,11.76,11.0,11.64,3255297.0,93501210.0,1088.4,11.64
89bio_inc_ETNB.md,ETNB,2024-04-05,11.51,11.58,10.17,10.76,4083815.0,93501210.0,1006.1,10.76
89bio_inc_ETNB.md,ETNB,2024-04-12,10.83,10.97,9.65,9.82,4048741.0,93501210.0,918.2,9.82
89bio_inc_ETNB.md,ETNB,2024-04-19,10.03,10.03,8.78,9.08,3590601.0,93501210.0,849.0,9.08
89bio_inc_ETNB.md,ETNB,2024-04-26,9.43,9.78,8.04,8.26,3861926.0,93501210.0,772.3,8.26
89bio_inc_ETNB.md,ETNB,2024-05-03,8.35,9.35,8.35,9.22,3348460.0,93501210.0,862.1,9.22
89bio_inc_ETNB.md,ETNB,2024-05-10,9.41,9.83,8.59,8.71,2965861.0,98383998.0,856.9,8.71
89bio_inc_ETNB.md,ETNB,2024-05-17,8.6,9.66,8.59,8.63,3835511.0,98383998.0,849.1,8.63
89bio_inc_ETNB.md,ETNB,2024-05-24,8.58,9.12,7.85,8.14,3933637.0,98383998.0,800.8,8.14
89bio_inc_ETNB.md,ETNB,2024-05-31,8.32,8.41,7.64,7.9,3883632.0,98383998.0,777.2,7.9
89bio_inc_ETNB.md,ETNB,2024-06-07,8.06,8.75,7.45,8.1,6013336.0,98383998.0,796.9,8.1
89bio_inc_ETNB.md,ETNB,2024-06-14,7.95,9.96,7.81,8.77,5033663.0,98383998.0,862.8,8.77
89bio_inc_ETNB.md,ETNB,2024-06-21,8.69,9.03,7.92,8.52,7028600.0,98383998.0,838.2,8.52
89bio_inc_ETNB.md,ETNB,2024-06-28,8.55,8.79,7.0,8.01,10428741.0,98383998.0,788.1,8.01
89bio_inc_ETNB.md,ETNB,2024-07-05,7.97,8.11,7.25,7.52,3103187.0,98383998.0,739.8,7.52
89bio_inc_ETNB.md,ETNB,2024-07-12,7.61,9.62,7.52,8.78,3653553.0,98383998.0,863.8,8.78
89bio_inc_ETNB.md,ETNB,2024-07-19,8.86,9.56,8.23,8.35,4995582.0,98383998.0,821.5,8.35
89bio_inc_ETNB.md,ETNB,2024-07-26,8.41,9.99,7.97,9.24,3662710.0,98383998.0,909.1,9.24
89bio_inc_ETNB.md,ETNB,2024-08-02,9.24,9.68,8.59,8.91,3459550.0,105909991.0,943.7,8.91
89bio_inc_ETNB.md,ETNB,2024-08-09,8.27,8.8,7.5,7.8,3146017.0,105909991.0,826.1,7.8
89bio_inc_ETNB.md,ETNB,2024-08-16,7.83,8.28,7.54,8.04,2506250.0,105909991.0,851.5,8.04
89bio_inc_ETNB.md,ETNB,2024-08-23,8.06,9.04,7.98,8.86,2065807.0,105909991.0,937.8,8.86
89bio_inc_ETNB.md,ETNB,2024-08-30,8.86,9.66,8.75,9.5,2210560.0,105909991.0,1006.1,9.5
89bio_inc_ETNB.md,ETNB,2024-09-06,9.32,9.86,8.19,8.47,1500365.0,105909991.0,897.1,8.47
89bio_inc_ETNB.md,ETNB,2024-09-13,8.47,8.91,7.94,8.48,2523028.0,105909991.0,898.1,8.48
89bio_inc_ETNB.md,ETNB,2024-09-20,8.57,8.63,8.07,8.19,2951848.0,105909991.0,867.4,8.19
89bio_inc_ETNB.md,ETNB,2024-09-27,8.21,8.26,7.18,7.25,3678339.0,105909991.0,768.4,7.25
89bio_inc_ETNB.md,ETNB,2024-10-04,7.18,7.4,7.0,7.19,3541080.0,105909991.0,761.5,7.19
89bio_inc_ETNB.md,ETNB,2024-10-11,7.19,7.81,7.1,7.79,2381251.0,105909991.0,825.0,7.79
89bio_inc_ETNB.md,ETNB,2024-10-18,7.72,8.76,7.71,8.35,3146161.0,105909991.0,884.3,8.35
89bio_inc_ETNB.md,ETNB,2024-10-25,8.29,8.39,7.69,7.87,1934125.0,105909991.0,833.5,7.87
89bio_inc_ETNB.md,ETNB,2024-11-01,8.02,9.5,7.67,9.14,3556640.0,106126338.0,970.0,9.14
89bio_inc_ETNB.md,ETNB,2024-11-08,8.9,10.53,8.87,10.45,4897878.0,106126338.0,1109.0,10.45
89bio_inc_ETNB.md,ETNB,2024-11-15,10.6,10.72,7.85,7.93,7647783.0,106126338.0,841.6,7.93
89bio_inc_ETNB.md,ETNB,2024-11-22,7.84,8.91,7.67,8.76,4432681.0,106126338.0,929.7,8.76
89bio_inc_ETNB.md,ETNB,2024-11-29,9.13,9.5,8.66,8.99,2028240.0,106126338.0,954.1,8.99
89bio_inc_ETNB.md,ETNB,2024-12-06,9.01,9.71,7.85,8.07,6197025.0,106126338.0,856.4,8.07
89bio_inc_ETNB.md,ETNB,2024-12-13,8.44,8.5,7.44,7.69,3951807.0,106126338.0,816.1,7.69
89bio_inc_ETNB.md,ETNB,2024-12-20,7.69,8.09,6.43,7.94,12561374.0,106126338.0,842.6,7.94
89bio_inc_ETNB.md,ETNB,2024-12-27,7.91,8.1,7.65,7.88,3478389.0,106126338.0,836.3,7.88
89bio_inc_ETNB.md,ETNB,2025-01-03,7.78,8.05,7.42,7.96,2714398.0,106126338.0,844.8,7.96
89bio_inc_ETNB.md,ETNB,2025-01-10,8.0,8.0,6.26,6.51,2780894.0,106126338.0,690.9,6.51
89bio_inc_ETNB.md,ETNB,2025-01-17,6.62,6.78,5.99,6.31,6173945.0,106126338.0,669.7,6.31
89bio_inc_ETNB.md,ETNB,2025-01-24,6.38,7.21,6.33,7.13,5395336.0,106126338.0,756.7,7.13
89bio_inc_ETNB.md,ETNB,2025-01-31,10.6,11.77,8.47,9.6,50450593.0,106126338.0,1018.8,9.6
89bio_inc_ETNB.md,ETNB,2025-02-07,9.48,11.84,9.16,11.41,14921113.0,106126338.0,1210.9,11.41
89bio_inc_ETNB.md,ETNB,2025-02-14,11.42,11.8,10.43,10.57,7776663.0,106126338.0,1121.8,10.57
89bio_inc_ETNB.md,ETNB,2025-02-21,10.57,11.31,10.5,11.06,4265546.0,106126338.0,1173.8,11.06
89bio_inc_ETNB.md,ETNB,2025-02-28,11.1,11.18,8.5,9.23,9543723.0,145984182.0,1347.4,9.23
89bio_inc_ETNB.md,ETNB,2025-03-07,9.19,9.39,7.84,7.85,8208975.0,145984182.0,1146.0,7.85
89bio_inc_ETNB.md,ETNB,2025-03-14,7.65,8.74,6.88,8.47,8119567.0,145984182.0,1236.5,8.47
89bio_inc_ETNB.md,ETNB,2025-03-21,8.46,9.0,8.22,8.52,14945533.0,145984182.0,1243.8,8.52
89bio_inc_ETNB.md,ETNB,2025-03-28,8.52,9.32,7.66,8.08,11005007.0,145984182.0,1179.6,8.08
89bio_inc_ETNB.md,ETNB,2025-04-04,7.77,7.84,5.55,5.77,11921520.0,145984182.0,842.3,5.77
89bio_inc_ETNB.md,ETNB,2025-04-11,5.38,5.86,4.16,5.53,13708095.0,145984182.0,807.3,5.53
89bio_inc_ETNB.md,ETNB,2025-04-18,5.85,6.13,5.55,6.06,5102868.0,145984182.0,884.7,6.06
89bio_inc_ETNB.md,ETNB,2025-04-25,5.91,7.09,5.81,6.94,5526540.0,145984182.0,1013.1,6.94
89bio_inc_ETNB.md,ETNB,2025-05-02,6.96,8.92,6.92,8.73,9398084.0,145984182.0,1274.4,8.73
89bio_inc_ETNB.md,ETNB,2025-05-09,8.63,8.8,7.4,7.7,7760446.0,145984182.0,1124.1,7.7
89bio_inc_ETNB.md,ETNB,2025-05-16,8.12,8.45,7.37,7.78,8176401.0,145984182.0,1135.0,7.78
89bio_inc_ETNB.md,ETNB,2025-05-23,7.65,10.26,7.5,9.49,15485592.0,145984182.0,1385.4,9.49
89bio_inc_ETNB.md,ETNB,2025-05-30,9.64,10.3,8.94,9.84,7620198.0,145984182.0,1436.5,9.84
89bio_inc_ETNB.md,ETNB,2025-06-06,9.9,10.5,9.67,10.25,10657623.0,145984182.0,1496.3,10.25
89bio_inc_ETNB.md,ETNB,2025-06-13,10.53,10.7,9.21,10.41,14953400.0,145984182.0,1519.7,10.41
89bio_inc_ETNB.md,ETNB,2025-06-20,10.4,10.54,9.66,10.08,9765654.0,145984182.0,1471.5,10.08
89bio_inc_ETNB.md,ETNB,2025-06-27,10.01,10.13,9.58,9.86,8437547.0,145984182.0,1439.4,9.86
89bio_inc_ETNB.md,ETNB,2025-07-04,9.84,10.34,9.45,10.16,7820501.0,145984182.0,1483.2,10.16
89bio_inc_ETNB.md,ETNB,2025-07-11,10.14,11.14,9.92,11.0,6389420.0,145984182.0,1605.8,11.0
89bio_inc_ETNB.md,ETNB,2025-07-18,10.99,11.41,10.29,10.49,5811178.0,145984182.0,1531.4,10.49
89bio_inc_ETNB.md,ETNB,2025-07-25,10.49,10.61,9.52,9.59,6481184.0,145984182.0,1400.0,9.59
89bio_inc_ETNB.md,ETNB,2025-08-01,9.68,9.85,9.02,9.16,6734495.0,148308250.0,1358.5,9.16
89bio_inc_ETNB.md,ETNB,2025-08-08,9.26,10.32,8.42,9.16,9982209.0,148308250.0,1359.2,9.16
89bio_inc_ETNB.md,ETNB,2025-08-15,9.16,9.5,8.52,9.23,8058459.0,148308250.0,1368.9,9.23
89bio_inc_ETNB.md,ETNB,2025-08-22,9.26,9.7,8.82,9.43,5227176.0,148308250.0,1398.5,9.43
89bio_inc_ETNB.md,ETNB,2025-08-29,9.46,9.62,8.96,9.03,8997192.0,148308250.0,1339.2,9.03
